1 2 	0.8857958134570564	0.4343981983484861
1 3 	0.8873042322856085	0.4430728167486863
2 3 	0.8873042322856085	0.4430728167486863
1 4 	0.8857958134570564	0.4343981983484861
2 4 	0.8600383367095776	0.3816832096088081
3 4 	0.8873042322856085	0.4430728167486863
1 5 	0.8857958134570564	0.4343981983484861
2 5 	0.8694754841098695	0.4031195262323797
3 5 	0.8873042322856085	0.4430728167486863
4 5 	0.8694754841098695	0.4031195262323797
1 6 	0.8857958134570564	0.4343981983484861
2 6 	0.8687131063625868	0.4005338226707815
3 6 	0.8873042322856085	0.4430728167486863
4 6 	0.8687131063625868	0.4005338226707815
5 6 	0.8694754841098695	0.4031195262323797
1 7 	0.8925428565205079	0.4022020185169739
2 7 	0.8925428565205079	0.4022020185169739
3 7 	0.8925428565205079	0.4022020185169739
4 7 	0.8925428565205079	0.4022020185169739
5 7 	0.8925428565205079	0.4022020185169739
6 7 	0.8925428565205079	0.4022020185169739
1 8 	0.8857958134570564	0.4343981983484861
2 8 	0.9000359406652291	0.4419050796563517
3 8 	0.8873042322856085	0.4430728167486863
4 8 	0.9000359406652291	0.4419050796563517
5 8 	0.9000359406652291	0.4419050796563517
6 8 	0.9000359406652291	0.4419050796563517
7 8 	0.8925428565205079	0.4022020185169739
1 9 	0.89964930623625	0.4607556927183251
2 9 	0.89964930623625	0.4607556927183251
3 9 	0.89964930623625	0.4607556927183251
4 9 	0.89964930623625	0.4607556927183251
5 9 	0.89964930623625	0.4607556927183251
6 9 	0.89964930623625	0.4607556927183251
7 9 	0.89964930623625	0.4607556927183251
8 9 	0.89964930623625	0.4607556927183251
1 10 	0.8857958134570564	0.4343981983484861
2 10 	0.8483249471781132	0.32179497873050295
3 10 	0.8873042322856085	0.4430728167486863
4 10 	0.8600383367095776	0.3816832096088081
5 10 	0.8694754841098695	0.4031195262323797
6 10 	0.8687131063625868	0.4005338226707815
7 10 	0.8925428565205079	0.4022020185169739
8 10 	0.9000359406652291	0.4419050796563517
9 10 	0.89964930623625	0.4607556927183251
1 11 	0.9082478381145309	0.48602885978813914
2 11 	0.9082478381145309	0.48602885978813914
3 11 	0.9082478381145309	0.48602885978813914
4 11 	0.9082478381145309	0.48602885978813914
