1 3 7 8 9 11 12 	17046	0.9281280627245998	0.508347245409015	0.8975280409452249	0.3580968280467446
1 4 7 8 9 11 13 	17040	0.9278013721006207	0.4991652754590985	0.8972557987585756	0.3564273789649416
1 6 7 8 9 11 12 	17035	0.9275291299139715	0.503338898163606	0.8971469018839159	0.3580968280467446
1 7 8 9 11 12 13 	17051	0.928400304911249	0.505008347245409	0.8984536643798323	0.3639398998330551
1 7 8 9 11 13 14 	17050	0.9283458564739192	0.5041736227045075	0.8981814221931831	0.3614357262103506
6 8 10 	16874	0.9187629315038658	0.4666110183639399	0.8854404878579984	0.337228714524207
7 9 11 	16953	0.9230643580529239	0.48914858096828046	0.89208319721224	0.3580968280467446
8 9 11 	17033	0.9274202330393118	0.496661101836394	0.8962757268866384	0.3580968280467446
7 8 9 11 	16963	0.9236088424262223	0.48664440734557596	0.8919743003375803	0.34474123539232054
7 8 9 11 12 	17015	0.9264401611673745	0.5008347245409015	0.8958945878253294	0.35225375626043404
7 8 9 11 13 	17001	0.9256778830447566	0.48914858096828046	0.8949689643907219	0.3547579298831386
7 8 9 11 14 	17019	0.9266579549166939	0.5	0.8958945878253294	0.35141903171953254
3 7 8 9 11 14 	17040	0.9278013721006207	0.5075125208681135	0.8963301753239682	0.3555926544240401
1 3 6 7 8 9 11 13 	17027	0.9270935424153327	0.4958263772954925	0.8965479690732876	0.3597662771285476
1 3 5 7 8 9 11 12 13 14 	17031	0.9273113361646521	0.4974958263772955	0.8971469018839159	0.3597662771285476
1 2 3 4 5 6 7 8 9 10 11 12 13 14 	17033	0.9274202330393118	0.505008347245409	0.8965479690732876	0.3564273789649416
